event_id,event_ts,event_type,customer_id,first_name,last_name,email_masked,phone_masked,country_iso2,city,preferred_language,marketing_consent,loyalty_tier,user_tenure_days,days_since_last_purchase,past_12m_orders,avg_order_value_user,device_type,channel,campaign_id,coupon_applied,product_sku,product_name,product_category,product_subcategory,brand,is_fragile,list_price,discount_pct,unit_price,gift_persona,delivery_speed,delivery_window_hours,payment_type_masked,rating,returned_flag,shipping_country_iso2,currency,season
EVT-000946,2023-07-06 14:02:23.813582,add_to_cart,C01942,Emma,Fernández,emma****z.e***@uk,+44*******495,GB,Cardiff,Zh,True,Gold,0,,0,,app,web,,False,EXP-1051,Gourmet Dinner v2,Experiences,Dinner,Epicurea,False,131.77,0.21,104.1,Partner,express,24,,,False,GB,CNY,regular
EVT-009528,2023-07-06 15:27:10.645919,add_to_cart,C00742,Léa,Santos,lea.****1.e***@no,+47*******538,NO,Oslo,Da,True,Bronze,0,,0,,web,web,,True,GIF-1075,Universal Gift Card $50 v1,GiftCards,GiftCard,Giftly,False,100.0,0.13,87.0,Partner,express,24,,,False,NO,CAD,regular
EVT-000239,2023-07-06 20:31:32.137034,view,C00486,Sofía,Nowak,sofi****2.e***@cn,+86*******535,CN,Beijing,Nl,True,Silver,418,,0,,app,web,,False,JEW-1034,Couple Bracelet Set v5,Jewelry,General,AuroraLink,True,225.62,0.06,212.08,Partner,express,24,,,False,CN,RON,regular
EVT-008509,2023-07-06 23:01:50.780683,view,C01696,Isha,Sharma,isha****1.e***@no,+47*******662,NO,Bergen,Da,False,Bronze,176,,0,,app,web,CMP-139,False,CAR-1036,Premium Foil Card v2,Cards,General,Ink&Love,False,6.95,0.02,6.81,Partner,standard,48,,,False,NO,KRW,regular
EVT-003726,2023-07-07 01:41:00.526282,view,C01346,Olivia,Johnson,oliv****2.e***@pl,+48*******512,PL,Katowice,No,True,Bronze,0,,0,,web,app,,False,PLU-1072,Cupid Plush v3,Plush,General,HeartHaven,False,39.97,0.14,34.37,Partner,standard,48,,,False,PL,BRL,regular
EVT-008451,2023-07-07 02:01:40.548881,view,C01504,Leah,Schmidt,leah****1.e***@uk,+44*******685,GB,Cardiff,Hi,False,Silver,0,53.0,1,74.97,web,social,CMP-335,False,FLO-1017,Red Roses 12x v3,Flowers,Roses,BloomCraft,True,25.94,0.12,22.83,Partner,standard,48,,,False,GB,CNY,regular
EVT-007272,2023-07-07 03:59:34.752826,view,C00746,Santiago,Smith,sant****2.e***@mx,+52*******856,MX,Guadalajara,En,True,Silver,97,,0,,web,web,CMP-308,False,CHO-1012,Heart Box Pralines v3,Chocolate,General,VelvetCacao,False,13.26,0.0,13.26,Friend,standard,48,,,False,MX,EUR,regular
EVT-006167,2023-07-07 13:18:35.989181,view,C01623,Fleur,Romano,fleu****o.e***@fr,+33*******267,FR,Paris,Pl,True,Silver,685,,0,,app,web,CMP-587,False,FLO-1016,Red Roses 12x v2,Flowers,Roses,BloomCraft,True,70.95,0.1,63.86,Partner,standard,48,,,False,FR,NOK,regular
EVT-002861,2023-07-07 13:44:05.728573,purchase,C00696,Noa,Schmidt,noa.****2.e***@it,+39*******009,IT,Florence,Pl,False,Silver,368,,0,,web,email,CMP-359,False,CAR-1041,Pop-up Heart Card v2,Cards,General,PaperMuse,False,11.41,0.06,10.73,Friend,standard,48,wallet,3,False,IT,MXN,regular
EVT-009265,2023-07-07 14:52:17.680920,view,C01459,Sofía,Wang,sofi****2.e***@fr,+33*******326,FR,Bordeaux,Pt,True,Silver,0,69.0,1,61.73,app,web,,False,CAR-1040,Pop-up Heart Card v1,Cards,General,PaperMuse,False,9.26,0.19,7.5,Partner,standard,48,,,False,FR,PLN,regular
EVT-005746,2023-07-07 19:02:45.554289,view,C00788,Mei,Smith,mei.****h.e***@es,+34*******915,ES,Madrid,De,False,Bronze,0,,0,,app,web,CMP-371,False,PLU-1066,Giant Teddy Bear v2,Plush,General,CuddleNest,False,31.95,0.25,23.96,Partner,standard,48,,,False,ES,MXN,regular
EVT-004465,2023-07-07 20:09:49.760823,add_to_cart,C01382,Mateo,Santos,mate****s.e***@se,+46*******524,SE,Gothenburg,Ja,False,Bronze,0,,0,,web,social,,False,GIF-1075,Universal Gift Card $50 v1,GiftCards,GiftCard,Giftly,False,100.0,0.05,95.0,Partner,standard,48,,,False,SE,EUR,regular
EVT-008856,2023-07-07 22:34:25.288018,wishlist,C00129,Liam,Williams,liam****1.e***@pl,+48*******316,PL,Warsaw,De,True,Bronze,92,,0,,web,email,,False,PLU-1066,Giant Teddy Bear v2,Plush,General,CuddleNest,False,31.95,0.06,30.03,Friend,standard,48,,,False,PL,NOK,regular
EVT-008889,2023-07-08 08:09:47.036138,view,C00075,Noah,Santos,noah****1.e***@br,+55*******600,BR,São Paulo,Es,False,Silver,738,,0,,web,web,CMP-271,False,JEW-1031,Couple Bracelet Set v2,Jewelry,General,AuroraLink,True,288.27,0.05,273.86,Partner,standard,48,,,False,BR,EUR,regular
EVT-006014,2023-07-09 12:15:23.349675,view,C01035,Mei,Müller,mei.****r.e***@no,+47*******033,NO,Bergen,Fr,True,Silver,130,,0,,app,web,,False,CHO-1000,Truffle Assortment v1,Chocolate,General,SweetArrow,False,18.11,0.15,15.39,Partner,express,24,,,False,NO,AUD,regular
EVT-004237,2023-07-09 16:26:26.956878,purchase,C01630,Sven,Johnson,sven****2.e***@jp,+81*******191,JP,Yokohama,Fr,False,Silver,726,,0,,web,web,,False,EXP-1054,Gourmet Dinner v5,Experiences,Dinner,Epicurea,False,70.62,0.06,66.38,Partner,standard,48,wallet,4.0,False,JP,PLN,regular
EVT-006829,2023-07-10 06:20:00.013737,view,C00302,Mateo,Zhang,mate****2.e***@sg,+65*******308,SG,Singapore,No,False,Bronze,0,,0,,app,email,CMP-589,False,CHO-1009,Dark Cocoa 85% v5,Chocolate,Dark,ChocoForge,False,39.54,0.13,34.4,Partner,standard,48,,,False,SG,KRW,regular
EVT-000370,2023-07-10 11:57:03.355755,view,C01871,Hiro,Zhang,hiro****2.e***@nl,+31*******095,NL,Amsterdam,En,True,Bronze,0,96.0,1,122.12,web,social,CMP-794,False,GIF-1083,Universal Gift Card $100 v4,GiftCards,GiftCard,Giftly,False,75.0,0.15,63.75,Partner,standard,48,,,False,NL,GBP,regular
EVT-002480,2023-07-10 15:16:27.352619,wishlist,C01278,Zoë,Müller,zoë.****r.e***@cn,+86*******335,CN,Beijing,Pl,False,Bronze,0,,0,,web,app,CMP-616,False,PLU-1070,Cupid Plush v1,Plush,General,HeartHaven,False,53.35,0.15,45.35,Self,standard,48,,,False,CN,AED,regular
EVT-001968,2023-07-10 22:45:25.861064,add_to_cart,C00213,Chloé,Zhang,chlo****g.e***@za,+27*******650,ZA,Johannesburg,Pt,False,Bronze,0,146.0,1,89.6,app,web,,True,EXP-1046,Spa Day for Two v2,Experiences,Spa,ZenPulse,False,182.22,0.07,169.46,Self,standard,48,,,False,ZA,NOK,regular
EVT-000832,2023-07-11 06:58:54.589190,add_to_cart,C01714,Sofía,Bakker,sofi****2.e***@au,+61*******308,AU,Sydney,It,True,Bronze,579,,0,,app,web,CMP-309,True,PLU-1072,Cupid Plush v3,Plush,General,HeartHaven,False,39.97,0.26,29.58,Partner,standard,48,,,False,AU,AUD,regular
EVT-009181,2023-07-11 11:09:26.507368,add_to_cart,C00955,Amir,Smith,amir****2.e***@au,+61*******171,AU,Brisbane,De,True,Bronze,758,,0,,web,web,,False,FLO-1021,Tulip Mix 20x v2,Flowers,General,PetalWorks,True,48.03,0.09,43.71,Partner,express,24,,,False,AU,EUR,regular
EVT-004477,2023-07-11 13:34:16.296369,view,C00384,Liam,De Vries,liam****1.e***@mx,+52*******958,MX,Monterrey,Fr,True,Silver,0,,0,,web,email,,False,PLU-1071,Cupid Plush v2,Plush,General,HeartHaven,False,42.91,0.16,36.04,Friend,express,24,,,False,MX,INR,regular
EVT-005675,2023-07-11 16:59:00.485174,purchase,C01790,Chloé,García,chlo****1.e***@cn,+86*******450,CN,Beijing,Ja,True,Bronze,444,,0,,web,web,,True,PLU-1074,Cupid Plush v5,Plush,General,HeartHaven,False,42.94,0.13,37.36,Partner,two_hour,2,card,4,False,CN,BRL,regular
EVT-004193,2023-07-11 20:38:54.070073,view,C00261,Léa,Silva,lea.****a.e***@nl,+31*******639,NL,Utrecht,Es,True,Gold,0,102.0,1,93.03,web,web,,False,CHO-1011,Heart Box Pralines v2,Chocolate,General,VelvetCacao,False,30.54,0.09,27.79,Partner,standard,48,,,False,NL,NOK,regular
EVT-008049,2023-07-12 07:03:44.675167,view,C00629,Leah,Santos,leah****s.e***@nl,+31*******114,NL,Amsterdam,Pl,True,Silver,216,,0,,app,web,,False,CAR-1035,Premium Foil Card v1,Cards,General,Ink&Love,False,8.65,0.0,8.65,Partner,standard,48,,,False,NL,MXN,regular
EVT-004000,2023-07-12 11:07:32.099307,view,C00159,Fleur,Schmidt,fleu****2.e***@au,+61*******233,AU,Melbourne,Es,False,Silver,0,,0,,app,web,,False,PLU-1067,Giant Teddy Bear v3,Plush,General,CuddleNest,False,27.3,0.07,25.39,Partner,express,24,,,False,AU,NOK,regular
EVT-000263,2023-07-12 17:59:54.772812,view,C00975,Wei,Williams,wei.****s.e***@sg,+65*******536,SG,Singapore,Fr,False,Bronze,0,,0,,web,email,,False,JEW-1027,Silver Pendant Heart v3,Jewelry,General,LunaGems,True,228.04,0.08,209.8,Partner,express,24,,,False,SG,CNY,regular
EVT-004912,2023-07-13 09:19:34.052186,purchase,C01939,Olivia,Jansen,oliv****1.e***@in,+91*******267,IN,Mumbai,Ja,True,Bronze,0,156.0,1,41.0,app,web,,False,CHO-1009,Dark Cocoa 85% v5,Chocolate,Dark,ChocoForge,False,39.54,0.15,33.61,Friend,same_day,8,invoice,5.0,False,IN,INR,regular
EVT-004898,2023-07-13 11:46:33.624356,view,C01774,Noa,Smith,noa.****1.e***@mx,+52*******789,MX,Guadalajara,De,True,Gold,126,,0,,web,app,,False,FLO-1022,Tulip Mix 20x v3,Flowers,General,PetalWorks,True,21.25,0.07,19.76,Parent,express,24,,,False,MX,EUR,regular
EVT-008586,2023-07-13 21:33:28.793320,purchase,C01563,Isha,Santos,isha****1.e***@de,+49*******019,DE,Cologne,Zh,True,Silver,0,102.0,1,23.68,web,web,,False,CAR-1036,Premium Foil Card v2,Cards,General,Ink&Love,False,6.95,0.0,6.95,Friend,two_hour,2,invoice,5,False,DE,SGD,regular
EVT-001814,2023-07-13 23:36:16.550715,view,C00055,Mateo,Dubois,mate****2.e***@no,+47*******856,NO,Oslo,Hi,True,Silver,491,,0,,web,app,,False,JEW-1031,Couple Bracelet Set v2,Jewelry,General,AuroraLink,True,288.27,0.14,247.91,Partner,standard,48,,,False,NO,EUR,regular
EVT-002580,2023-07-14 02:54:33.514677,view,C01659,Zoë,Williams,zoë.****1.e***@br,+55*******653,BR,Rio de Janeiro,En,True,Bronze,0,,0,,web,social,,False,JEW-1031,Couple Bracelet Set v2,Jewelry,General,AuroraLink,True,288.27,0.09,262.33,Partner,standard,48,,,False,BR,EUR,regular
EVT-008468,2023-07-14 09:02:21.705001,view,C01194,Sofía,De Vries,sofi****s.e***@mx,+52*******665,MX,Ciudad de México,Nl,True,Bronze,630,130.0,1,15.68,app,web,,False,FLO-1019,Red Roses 12x v5,Flowers,Roses,BloomCraft,True,56.23,0.12,49.48,Partner,standard,48,,,False,MX,EUR,regular
EVT-006506,2023-07-14 14:53:18.732999,add_to_cart,C01771,Hiro,Sharma,hiro****2.e***@jp,+81*******047,JP,Tokyo,It,True,Silver,466,,0,,web,app,CMP-833,False,GIF-1080,Universal Gift Card $100 v1,GiftCards,GiftCard,Giftly,False,75.0,0.01,74.25,Partner,express,24,,,False,JP,CNY,regular
EVT-001862,2023-07-14 15:56:09.099009,view,C00280,Sofía,Williams,sofi****s.e***@uk,+44*******180,GB,Cardiff,Da,True,Gold,0,,0,,web,web,,False,CHO-1002,Truffle Assortment v3,Chocolate,General,SweetArrow,False,26.61,0.0,26.61,Partner,standard,48,,,False,GB,SEK,regular
EVT-000006,2023-07-15 03:05:34.986682,view,C01133,Noa,Bakker,noa.****1.e***@cn,+86*******987,CN,Guangzhou,Ja,True,Bronze,0,,0,,app,app,,False,CAR-1036,Premium Foil Card v2,Cards,General,Ink&Love,False,6.95,0.14,5.98,Friend,standard,48,,,False,CN,MXN,regular
EVT-003947,2023-07-15 11:37:33.934043,add_to_cart,C00955,Amir,Smith,amir****2.e***@au,+61*******171,AU,Brisbane,De,True,Bronze,664,,0,,web,web,,True,PER-1058,Eau de Romance v4,Perfume,General,AromaNova,True,120.01,0.18,98.41,Partner,express,24,,,False,AU,AUD,regular
EVT-007754,2023-07-15 17:21:10.370797,purchase,C01399,Leah,Patel,leah****2.e***@jp,+81*******375,JP,Osaka,De,True,Bronze,0,152.0,1,7.34,web,social,,False,PLU-1071,Cupid Plush v2,Plush,General,HeartHaven,False,42.91,0.11,38.19,Colleague,standard,48,wallet,2.0,False,JP,EUR,regular
EVT-003375,2023-07-16 01:24:22.648366,purchase,C01678,Zoë,Silva,zoë.****1.e***@za,+27*******743,ZA,Durban,En,False,Bronze,466,167.0,1,25.04,app,app,CMP-395,False,GIF-1077,Universal Gift Card $50 v3,GiftCards,GiftCard,Giftly,False,50.0,0.19,40.5,Partner,same_day,8,card,2,False,ZA,CAD,regular
EVT-003632,2023-07-16 02:09:59.080657,view,C00686,Hiro,De Vries,hiro****s.e***@uk,+44*******979,GB,Edinburgh,Pt,True,Silver,0,,0,,web,web,CMP-285,False,EXP-1049,Spa Day for Two v5,Experiences,Spa,ZenPulse,False,67.45,0.29,47.89,Partner,same_day,8,,,False,GB,PLN,regular
EVT-003426,2023-07-16 09:27:00.696598,purchase,C01963,Olivia,Romano,oliv****2.e***@com,+12*******879,US,Austin,No,True,Silver,0,,0,,app,web,,True,GIF-1078,Universal Gift Card $50 v4,GiftCards,GiftCard,Giftly,False,75.0,0.15,63.75,Partner,standard,48,card,3,False,US,EUR,regular
EVT-003877,2023-07-16 14:03:50.039764,purchase,C00639,Noa,Jansen,noa.****2.e***@mx,+52*******118,MX,Monterrey,Ja,False,Bronze,378,,0,,web,web,,False,PER-1056,Eau de Romance v2,Perfume,General,AromaNova,True,121.38,0.2,97.1,Partner,express,24,invoice,2.0,False,MX,SEK,regular
EVT-002352,2023-07-16 14:20:30.267592,view,C00886,Wei,Williams,wei.****s.e***@br,+55*******626,BR,Rio de Janeiro,Es,True,Silver,494,,0,,web,web,CMP-757,False,FLO-1018,Red Roses 12x v4,Flowers,Roses,BloomCraft,True,47.32,0.06,44.48,Friend,express,24,,,False,BR,EUR,regular
EVT-002952,2023-07-16 18:41:46.623896,view,C00790,Sofía,Brown,sofi****1.e***@ca,+16*******059,CA,Calgary,Sv,True,Bronze,0,,0,,web,app,,False,FLO-1024,Tulip Mix 20x v5,Flowers,General,PetalWorks,True,79.76,0.14,68.59,Partner,same_day,8,,,False,CA,SEK,regular
EVT-002699,2023-07-16 19:27:23.834703,add_to_cart,C00681,Santiago,Romano,sant****1.e***@it,+39*******563,IT,Milan,Pt,True,Silver,488,,0,,web,web,CMP-557,True,CAR-1035,Premium Foil Card v1,Cards,General,Ink&Love,False,8.65,0.08,7.96,Partner,standard,48,,,False,IT,GBP,regular
EVT-006284,2023-07-17 06:17:12.594197,purchase,C01551,Chloé,Rossi,chlo****i.e***@nl,+31*******143,NL,Rotterdam,Hi,True,Bronze,0,,0,,app,web,CMP-682,False,PER-1063,Midnight Bloom v4,Perfume,General,Scentora,True,72.12,0.2,57.7,Friend,standard,48,card,,True,NL,SEK,regular
EVT-000377,2023-07-17 08:59:45.420613,purchase,C00266,Chloé,Schmidt,chlo****1.e***@it,+39*******803,IT,Milan,Zh,True,Bronze,0,194.0,1,118.59,app,web,,True,FLO-1020,Tulip Mix 20x v1,Flowers,General,PetalWorks,True,30.74,0.15,26.13,Parent,standard,48,wallet,3.0,False,IT,JPY,regular
EVT-005313,2023-07-17 13:05:38.085353,view,C01572,Olivia,Rossi,oliv****2.e***@fr,+33*******742,FR,Bordeaux,En,False,Bronze,0,,0,,app,app,,False,GIF-1077,Universal Gift Card $50 v3,GiftCards,GiftCard,Giftly,False,50.0,0.08,46.0,Partner,standard,48,,,False,FR,SEK,regular
EVT-007960,2023-07-17 23:46:16.781056,view,C01336,Giulia,Bakker,giul****1.e***@mx,+52*******742,MX,Monterrey,Nl,True,Bronze,685,,0,,web,app,,False,JEW-1034,Couple Bracelet Set v5,Jewelry,General,AuroraLink,True,225.62,0.16,189.52,Partner,standard,48,,,False,MX,EUR,regular
EVT-008221,2023-07-18 01:51:36.946855,purchase,C00840,Mei,Wang,mei.****1.e***@za,+27*******399,ZA,Johannesburg,It,False,Bronze,776,,0,,web,web,,True,EXP-1048,Spa Day for Two v4,Experiences,Spa,ZenPulse,False,220.53,0.23,169.81,Self,same_day,8,wallet,4,False,ZA,BRL,regular
EVT-004691,2023-07-18 09:01:05.608121,view,C01414,Fleur,Silva,fleu****a.e***@sg,+65*******772,SG,Singapore,Fr,True,Bronze,318,,0,,web,web,CMP-237,False,EXP-1045,Spa Day for Two v1,Experiences,Spa,ZenPulse,False,177.01,0.03,171.7,Partner,standard,48,,,False,SG,EUR,regular
EVT-005435,2023-07-18 13:25:27.990984,view,C01610,Lucas,Smith,luca****h.e***@de,+49*******108,DE,Berlin,Es,True,Bronze,0,,0,,app,web,,False,JEW-1028,Silver Pendant Heart v4,Jewelry,General,LunaGems,True,73.42,0.08,67.55,Partner,standard,48,,,False,DE,EUR,regular
EVT-009623,2023-07-18 15:52:10.982321,view,C00187,Isha,Bakker,isha****2.e***@mx,+52*******162,MX,Ciudad de México,Es,True,Gold,655,,0,,web,web,,False,CAR-1044,Pop-up Heart Card v5,Cards,General,PaperMuse,False,8.54,0.07,7.94,Partner,standard,48,,,False,MX,EUR,regular
EVT-005291,2023-07-18 15:57:26.490099,view,C00501,Aarav,Bakker,aara****2.e***@dk,+45*******313,DK,Aarhus,It,True,Bronze,485,,0,,app,app,CMP-761,False,CAR-1043,Pop-up Heart Card v4,Cards,General,PaperMuse,False,4.58,0.15,3.89,Self,standard,48,,,False,DK,EUR,regular
EVT-006217,2023-07-18 20:34:31.375172,view,C00526,Zoë,Silva,zoë.****2.e***@in,+91*******073,IN,Delhi,Da,True,Silver,64,,0,,app,app,,False,PLU-1065,Giant Teddy Bear v1,Plush,General,CuddleNest,False,18.72,0.02,18.35,Partner,standard,48,,,False,IN,SGD,regular
EVT-007957,2023-07-18 21:58:38.777096,view,C00836,Wei,Williams,wei.****s.e***@mx,+52*******193,MX,Monterrey,Pl,False,Bronze,0,,0,,app,email,,False,PLU-1065,Giant Teddy Bear v1,Plush,General,CuddleNest,False,18.72,0.1,16.85,Friend,standard,48,,,False,MX,EUR,regular
EVT-007279,2023-07-19 20:07:38.110096,purchase,C00891,Mateo,Nowak,mate****2.e***@cn,+86*******541,CN,Guangzhou,Ja,False,Silver,920,,0,,web,app,,False,EXP-1049,Spa Day for Two v5,Experiences,Spa,ZenPulse,False,67.45,0.11,60.03,Partner,same_day,8,invoice,1,False,CN,NOK,regular
EVT-001640,2023-07-19 22:06:42.144997,view,C00427,Wei,Rossi,wei.****1.e***@br,+55*******143,BR,São Paulo,En,False,Bronze,0,21.0,1,42.91,web,app,,False,GIF-1083,Universal Gift Card $100 v4,GiftCards,GiftCard,Giftly,False,75.0,0.14,64.5,Partner,standard,48,,,False,BR,RON,regular
EVT-005909,2023-07-20 03:20:07.957378,view,C00320,Yui,Suzuki,yui.****1.e***@pl,+48*******560,PL,Warsaw,It,True,Silver,0,,0,,app,email,CMP-712,False,CHO-1004,Truffle Assortment v5,Chocolate,General,SweetArrow,False,28.81,0.04,27.66,Partner,standard,48,,,False,PL,EUR,regular
EVT-008842,2023-07-20 07:51:40.811943,purchase,C01255,Liam,Nowak,liam****k.e***@dk,+45*******756,DK,Copenhagen,Nl,True,Bronze,0,,0,,app,app,CMP-799,False,GIF-1075,Universal Gift Card $50 v1,GiftCards,GiftCard,Giftly,False,100.0,0.18,82.0,Partner,standard,48,invoice,1,False,DK,INR,regular
EVT-007661,2023-07-20 11:40:28.085802,view,C01153,Wei,Wang,wei.****2.e***@pl,+48*******737,PL,Warsaw,Pl,False,Silver,445,,0,,web,web,,False,CHO-1007,Dark Cocoa 85% v3,Chocolate,Dark,ChocoForge,False,25.93,0.12,22.82,Partner,standard,48,,,False,PL,EUR,regular
EVT-006998,2023-07-20 19:38:59.824450,view,C01288,Aarav,Smith,aara****2.e***@ca,+13*******240,CA,Vancouver,Da,False,Silver,0,,0,,web,app,,False,JEW-1034,Couple Bracelet Set v5,Jewelry,General,AuroraLink,True,225.62,0.04,216.6,Partner,standard,48,,,False,CA,CAD,regular
EVT-000954,2023-07-20 20:20:07.130211,view,C01139,Sofía,Wang,sofi****2.e***@nl,+31*******550,NL,Amsterdam,Hi,True,Bronze,118,,0,,web,web,CMP-815,False,PLU-1073,Cupid Plush v4,Plush,General,HeartHaven,False,53.81,0.16,45.2,Partner,standard,48,,,False,NL,NOK,regular
EVT-003393,2023-07-21 03:21:55.899203,view,C01619,Hiro,Zhang,hiro****1.e***@de,+49*******690,DE,Berlin,Sv,True,Gold,699,,0,,web,web,,False,CAR-1038,Premium Foil Card v4,Cards,General,Ink&Love,False,10.58,0.05,10.05,Partner,standard,48,,,False,DE,BRL,regular
EVT-007306,2023-07-21 03:49:45.989350,view,C00462,Leah,Lefevre,leah****1.e***@dk,+45*******559,DK,Copenhagen,En,True,Bronze,416,,0,,web,web,,False,PLU-1067,Giant Teddy Bear v3,Plush,General,CuddleNest,False,27.3,0.15,23.2,Partner,standard,48,,,False,DK,BRL,regular
EVT-005468,2023-07-21 08:11:41.068022,add_to_cart,C01925,Milan,Silva,mila****a.e***@pl,+48*******323,PL,Katowice,Es,True,Silver,0,,0,,web,web,,False,EXP-1053,Gourmet Dinner v4,Experiences,Dinner,Epicurea,False,122.45,0.23,94.29,Partner,standard,48,,,False,PL,GBP,regular
EVT-003992,2023-07-21 12:58:58.123838,add_to_cart,C00273,Hiro,De Vries,hiro****2.e***@se,+46*******293,SE,Gothenburg,Hi,True,Silver,53,,0,,app,email,,False,CAR-1035,Premium Foil Card v1,Cards,General,Ink&Love,False,8.65,0.0,8.65,Partner,express,24,,,False,SE,JPY,regular
EVT-003345,2023-07-21 19:47:32.562559,view,C00639,Noa,Jansen,noa.****2.e***@mx,+52*******118,MX,Monterrey,Ja,False,Bronze,575,,0,,app,app,CMP-551,False,CHO-1005,Dark Cocoa 85% v1,Chocolate,Dark,ChocoForge,False,28.95,0.08,26.63,Partner,express,24,,,False,MX,AUD,regular
EVT-005684,2023-07-22 01:15:55.624290,view,C00524,Giulia,Dubois,giul****2.e***@es,+34*******758,ES,Madrid,Pt,True,Bronze,890,,0,,app,web,CMP-113,False,CAR-1041,Pop-up Heart Card v2,Cards,General,PaperMuse,False,11.41,0.23,8.79,Partner,two_hour,2,,,False,ES,SEK,regular
EVT-007577,2023-07-22 07:45:46.652880,view,C00668,Sofía,Bakker,sofi****1.e***@br,+55*******233,BR,Belo Horizonte,Fr,False,Bronze,756,,0,,app,web,,False,CAR-1043,Pop-up Heart Card v4,Cards,General,PaperMuse,False,4.58,0.07,4.26,Partner,same_day,8,,,False,BR,INR,regular
EVT-002469,2023-07-22 23:46:16.322403,view,C00059,Leah,Suzuki,leah****2.e***@jp,+81*******195,JP,Yokohama,Fr,True,Silver,0,,0,,web,web,,False,CHO-1006,Dark Cocoa 85% v2,Chocolate,Dark,ChocoForge,False,15.91,0.12,14.0,Partner,standard,48,,,False,JP,KRW,regular
EVT-002799,2023-07-23 03:16:01.238986,view,C00557,Noah,Johnson,noah****1.e***@in,+91*******608,IN,Delhi,Ja,True,Bronze,307,,0,,app,app,,False,CAR-1035,Premium Foil Card v1,Cards,General,Ink&Love,False,8.65,0.02,8.48,Self,standard,48,,,False,IN,BRL,regular
EVT-008573,2023-07-23 03:31:00.672007,view,C01232,Noa,Zhang,noa.****g.e***@au,+61*******382,AU,Sydney,Pl,True,Bronze,0,178.0,1,202.34,app,web,,False,FLO-1017,Red Roses 12x v3,Flowers,Roses,BloomCraft,True,25.94,0.25,19.46,Partner,same_day,8,,,False,AU,CNY,regular
EVT-001213,2023-07-24 00:16:17.517576,purchase,C01171,Yui,Williams,yui.****s.e***@es,+34*******453,ES,Madrid,Sv,True,Bronze,0,,0,,web,web,CMP-527,False,PER-1057,Eau de Romance v3,Perfume,General,AromaNova,True,107.43,0.1,96.69,Self,express,24,invoice,3.0,False,ES,JPY,regular
EVT-001103,2023-07-24 02:04:52.233938,view,C00498,Zoë,Bakker,zoë.****1.e***@pl,+48*******812,PL,Katowice,Pl,True,Bronze,0,,0,,app,app,,False,FLO-1016,Red Roses 12x v2,Flowers,Roses,BloomCraft,True,70.95,0.14,61.02,Colleague,standard,48,,,False,PL,EUR,regular
EVT-004244,2023-07-24 09:36:47.788141,view,C01566,Lucas,Smith,luca****1.e***@dk,+45*******013,DK,Copenhagen,Nl,True,Silver,31,,0,,web,app,,False,CAR-1044,Pop-up Heart Card v5,Cards,General,PaperMuse,False,8.54,0.26,6.32,Partner,express,24,,,False,DK,CNY,regular
EVT-006706,2023-07-24 10:07:13.124498,view,C00502,Mateo,Romano,mate****1.e***@se,+46*******028,SE,Gothenburg,Ja,True,Bronze,704,102.0,1,99.16,web,app,,False,JEW-1030,Couple Bracelet Set v1,Jewelry,General,AuroraLink,True,56.08,0.0,56.08,Self,standard,48,,,False,SE,SEK,regular
EVT-004145,2023-07-24 12:13:08.528652,add_to_cart,C01229,Sven,Schmidt,sven****2.e***@in,+91*******826,IN,Delhi,De,True,Bronze,73,,0,,web,social,CMP-861,False,CHO-1007,Dark Cocoa 85% v3,Chocolate,Dark,ChocoForge,False,25.93,0.2,20.74,Partner,standard,48,,,False,IN,PLN,regular
EVT-000044,2023-07-24 14:57:11.952347,view,C01783,Wei,Dubois,wei.****s.e***@jp,+81*******517,JP,Tokyo,Pl,False,Bronze,0,,0,,web,web,,False,PLU-1065,Giant Teddy Bear v1,Plush,General,CuddleNest,False,18.72,0.0,18.72,Colleague,standard,48,,,False,JP,AED,regular
EVT-004844,2023-07-24 18:02:02.549963,view,C00794,Chloé,Santos,chlo****1.e***@dk,+45*******186,DK,Copenhagen,Sv,True,Silver,0,,0,,web,web,,False,JEW-1030,Couple Bracelet Set v1,Jewelry,General,AuroraLink,True,56.08,0.07,52.15,Partner,express,24,,,False,DK,EUR,regular
EVT-001167,2023-07-25 01:03:36.511664,add_to_cart,C00236,Aarav,Brown,aara****1.e***@mx,+52*******662,MX,Ciudad de México,It,True,Silver,0,,0,,app,email,CMP-421,False,PER-1056,Eau de Romance v2,Perfume,General,AromaNova,True,121.38,0.05,115.31,Partner,same_day,8,,,False,MX,NOK,regular
EVT-008674,2023-07-25 11:18:42.866626,view,C00535,Liam,Tanaka,liam****a.e***@it,+39*******047,IT,Milan,Es,True,Silver,0,,0,,app,email,,False,FLO-1017,Red Roses 12x v3,Flowers,Roses,BloomCraft,True,25.94,0.0,25.94,Parent,standard,48,,,False,IT,ZAR,regular
EVT-004818,2023-07-25 12:07:57.893444,view,C01881,Chloé,Dubois,chlo****2.e***@no,+47*******499,NO,Oslo,Hi,True,Gold,897,159.0,1,213.46,app,web,CMP-420,False,FLO-1024,Tulip Mix 20x v5,Flowers,General,PetalWorks,True,79.76,0.2,63.81,Colleague,standard,48,,,False,NO,MXN,regular
