sale_id,product_id,customer_id,store_id,promotion_id,supplier_id,date_id,quantity_sold,unit_price,discount_amount,total_amount,cost_amount,profit_margin,payment_method,payment_token,payment_last4,iban_is_test,created_utc
SALE03204,P0031,C01979,S0168,,SUP006,20251105,3,3.39,0.00,10.17,7.14,0.2979,card_token,tok_card_6ae6cf8adead,0000,false,2025-11-05T11:15:00Z
SALE03205,P0037,C00931,S0054,PR013,SUP007,20250313,8,4.18,0.00,33.44,25.68,0.2321,card_token,tok_card_bb024faca1ad,4444,false,2025-03-13T17:01:00Z
SALE03206,P0013,C00415,S0044,PR010,SUP001,20251022,6,2.22,0.00,13.32,8.40,0.3694,iban_token,tok_iban_IT29_TSTB_8358293209,,true,2025-10-22T17:17:00Z
SALE03207,P0021,C01410,S0152,PR007,SUP007,20250925,1,1.77,0.00,1.77,1.14,0.3559,card_token,tok_card_d879b372de0e,0000,false,2025-09-25T18:03:00Z
SALE03208,P0060,C00096,S0053,PR003,SUP005,20260201,3,3.34,0.00,10.02,7.62,0.2395,wallet,tok_wallet_878d5debb61a,,false,2026-02-01T15:53:00Z
SALE03209,P0059,C01931,S0155,PR005,SUP005,20260119,2,5.84,0.00,11.68,8.76,0.2500,card_token,tok_card_8a2e96ed9e13,4444,false,2026-01-19T08:31:00Z
SALE03210,P0029,C01163,S0197,PR001,SUP005,20251212,6,4.84,0.00,29.04,17.16,0.4091,iban_token,tok_iban_IT12_TSTB_9523676150,,true,2025-12-12T10:32:00Z
SALE03211,P0027,C00052,S0133,PR013,SUP007,20251019,8,5.52,0.00,44.16,29.36,0.3351,card_token,tok_card_c87a141fa0ca,1881,false,2025-10-19T09:37:00Z
SALE03212,P0017,C00532,S0071,PR007,SUP004,20250529,8,1.23,0.00,9.84,6.56,0.3333,card_token,tok_card_1f6bbaa1cc57,2222,false,2025-05-29T13:07:00Z
SALE03213,P0036,C01798,S0029,PR011,SUP001,20250311,5,2.98,0.00,14.90,8.90,0.4027,iban_token,tok_iban_NL69_TSTB_8884861769,,true,2025-03-11T19:24:00Z
SALE03214,P0018,C00017,S0068,PR009,SUP006,20250825,4,6.24,0.00,24.96,14.44,0.4215,card_token,tok_card_b0512347d8e0,4242,false,2025-08-25T12:04:00Z
SALE03215,P0009,C00286,S0197,PR003,SUP007,20251128,1,6.89,0.00,6.89,4.39,0.3628,iban_token,tok_iban_DE98_TSTB_3748400314,,true,2025-11-28T19:13:00Z
SALE03216,P0005,C00751,S0124,PR005,SUP003,20260117,1,3.05,0.00,3.05,1.84,0.3967,card_token,tok_card_edeb4ca3dbea,4444,false,2026-01-17T09:14:00Z
SALE03217,P0036,C01052,S0069,PR008,SUP004,20250615,4,2.98,0.00,11.92,7.12,0.4027,card_token,tok_card_a0e96edbbd18,1881,false,2025-06-15T15:23:00Z
SALE03218,P0014,C00650,S0006,PR003,SUP002,20250802,6,3.68,0.00,22.08,14.46,0.3451,iban_token,tok_iban_DE26_TSTB_2934643441,,true,2025-08-02T09:13:00Z
SALE03219,P0037,C00458,S0056,PR006,SUP004,20260117,8,4.18,0.00,33.44,25.68,0.2321,card_token,tok_card_d128f3af7faf,2222,false,2026-01-17T11:03:00Z
SALE03220,P0048,C00844,S0118,,SUP005,20250808,6,3.55,0.00,21.30,16.14,0.2423,card_token,tok_card_c0d0d691ffb6,4444,false,2025-08-08T16:27:00Z
SALE03221,P0006,C00627,S0163,PR006,SUP007,20260116,1,4.61,0.00,4.61,3.25,0.2950,card_token,tok_card_eacb7f2941d3,4242,false,2026-01-16T10:26:00Z
SALE03222,P0008,C01200,S0131,PR011,SUP003,20250316,4,5.65,0.00,22.60,13.04,0.4230,card_token,tok_card_5fdc81efa78c,4242,false,2025-03-16T17:25:00Z
SALE03223,P0030,C00646,S0193,PR014,SUP001,20260113,6,4.47,0.00,26.82,17.34,0.3535,iban_token,tok_iban_DE34_TSTB_2567941277,,true,2026-01-13T11:53:00Z
SALE03224,P0019,C01843,S0149,PR003,SUP009,20251022,4,4.88,0.00,19.52,12.76,0.3463,card_token,tok_card_69eecd85ec0f,1881,false,2025-10-22T21:17:00Z
SALE03225,P0041,C00681,S0072,PR001,SUP005,20260103,2,4.77,0.00,9.54,6.26,0.3438,iban_token,tok_iban_IT46_TSTB_6082744822,,true,2026-01-03T10:04:00Z
SALE03226,P0047,C01354,S0133,PR003,SUP008,20250924,5,1.95,0.00,9.75,7.45,0.2359,wallet,tok_wallet_aff2ce9de84d,,false,2025-09-24T15:47:00Z
SALE03227,P0058,C00134,S0097,PR005,SUP007,20250119,3,2.63,0.00,7.89,4.59,0.4183,card_token,tok_card_ac2a998b9aca,2222,false,2025-01-19T15:50:00Z
SALE03228,P0013,C01011,S0149,PR001,SUP009,20250708,8,2.22,0.00,17.76,11.20,0.3694,card_token,tok_card_dae257b0adf1,2222,false,2025-07-08T17:33:00Z
SALE03229,P0036,C00999,S0060,,SUP002,20250919,4,2.98,0.00,11.92,7.12,0.4027,card_token,tok_card_5efd00fcfb8a,1881,false,2025-09-19T19:48:00Z
SALE03230,P0031,C00042,S0077,PR009,SUP008,20250707,7,3.39,0.00,23.73,16.66,0.2979,iban_token,tok_iban_IT69_TSTB_5536131129,,true,2025-07-07T08:27:00Z
SALE03231,P0022,C01433,S0012,PR011,SUP009,20260211,5,5.17,0.00,25.85,18.80,0.2727,card_token,tok_card_93eedb673a1f,4444,false,2026-02-11T13:21:00Z
SALE03232,P0001,C01799,S0055,PR014,SUP006,20251115,1,2.32,0.00,2.32,1.36,0.4138,card_token,tok_card_2816baeae1aa,2222,false,2025-11-15T12:11:00Z
SALE03233,P0015,C00095,S0135,PR001,SUP009,20250929,1,3.65,0.00,3.65,2.40,0.3425,card_token,tok_card_b61b2edfffbd,2222,false,2025-09-29T15:49:00Z
SALE03234,P0025,C01784,S0087,PR002,SUP009,20250729,4,6.99,0.00,27.96,19.08,0.3176,card_token,tok_card_fbbddfcdcfd1,0000,false,2025-07-29T21:55:00Z
SALE03235,P0005,C01236,S0101,PR005,SUP003,20251103,6,3.05,0.00,18.30,11.04,0.3967,card_token,tok_card_251fd9dfafbe,1881,false,2025-11-03T12:15:00Z
SALE03236,P0046,C01480,S0077,PR015,SUP003,20250813,7,4.77,0.00,33.39,21.42,0.3585,iban_token,tok_iban_ES54_TSTB_7885754918,,true,2025-08-13T13:42:00Z
SALE03237,P0025,C00084,S0038,PR014,SUP004,20250404,2,6.99,0.00,13.98,9.54,0.3176,card_token,tok_card_ba39bc4e368c,0000,false,2025-04-04T17:23:00Z
SALE03238,P0013,C01515,S0050,PR013,SUP005,20250916,8,2.22,0.00,17.76,11.20,0.3694,card_token,tok_card_ad0ad900cb7d,4242,false,2025-09-16T15:05:00Z
SALE03239,P0049,C01234,S0065,PR004,SUP004,20251021,6,5.09,0.00,30.54,17.88,0.4145,card_token,tok_card_f2fbbe630d1d,4444,false,2025-10-21T18:23:00Z
SALE03240,P0025,C01039,S0151,PR011,SUP001,20250125,1,6.99,0.00,6.99,4.77,0.3176,iban_token,tok_iban_IT25_TSTB_1758607260,,true,2025-01-25T15:21:00Z
SALE03241,P0036,C00458,S0028,PR001,SUP006,20250210,7,2.98,0.00,20.86,12.46,0.4027,iban_token,tok_iban_IT19_TSTB_3319663938,,true,2025-02-10T16:21:00Z
SALE03242,P0058,C01147,S0144,PR001,SUP005,20250626,2,2.63,0.00,5.26,3.06,0.4183,wallet,tok_wallet_cc12ba4db53b,,false,2025-06-26T09:58:00Z
SALE03243,P0023,C01778,S0050,PR015,SUP009,20260130,1,6.10,0.00,6.10,4.16,0.3180,iban_token,tok_iban_ES59_TSTB_4213987404,,true,2026-01-30T21:28:00Z
SALE03244,P0017,C00368,S0140,,SUP005,20250506,1,1.23,0.00,1.23,0.82,0.3333,card_token,tok_card_a3fddefebabb,1881,false,2025-05-06T14:03:00Z
SALE03245,P0050,C01606,S0016,PR002,SUP006,20250113,4,6.29,0.00,25.16,14.76,0.4134,card_token,tok_card_a2af0ccf04bb,1881,false,2025-01-13T16:02:00Z
SALE03246,P0027,C01582,S0017,PR015,SUP009,20251012,8,5.52,0.00,44.16,29.36,0.3351,iban_token,tok_iban_FR47_TSTB_8567095568,,true,2025-10-12T09:30:00Z
SALE03247,P0021,C01077,S0163,PR009,SUP008,20250922,4,1.77,0.00,7.08,4.56,0.3559,iban_token,tok_iban_ES36_TSTB_3065047668,,true,2025-09-22T15:22:00Z
SALE03248,P0014,C01129,S0044,PR014,SUP006,20250208,8,3.68,0.00,29.44,19.28,0.3451,card_token,tok_card_92c73dadf1b1,4444,false,2025-02-08T20:12:00Z
SALE03249,P0012,C01886,S0007,PR015,SUP008,20250604,6,3.32,0.00,19.92,13.50,0.3223,card_token,tok_card_cbda69fed7a4,1881,false,2025-06-04T11:13:00Z
SALE03250,P0002,C00243,S0198,PR010,SUP001,20251121,5,3.96,0.00,19.80,11.75,0.4066,card_token,tok_card_cad8e16faab3,4444,false,2025-11-21T10:32:00Z
SALE03251,P0030,C00518,S0182,PR001,SUP001,20251116,5,4.47,0.00,22.35,14.45,0.3535,iban_token,tok_iban_IT72_TSTB_2477762433,,true,2025-11-16T12:01:00Z
SALE03252,P0058,C00570,S0074,PR003,SUP007,20250818,5,2.63,0.00,13.15,7.65,0.4183,card_token,tok_card_1a6dae2cc90a,4242,false,2025-08-18T19:37:00Z
SALE03253,P0002,C01013,S0044,,SUP001,20260210,4,3.96,0.00,15.84,9.40,0.4066,card_token,tok_card_cc5db3a656bb,1881,false,2026-02-10T09:34:00Z
SALE03254,P0034,C01684,S0172,,SUP003,20250328,6,4.22,0.00,25.32,18.60,0.2654,iban_token,tok_iban_DE84_TSTB_8724029321,,true,2025-03-28T18:08:00Z
SALE03255,P0033,C01959,S0150,PR015,SUP009,20250221,5,2.63,0.00,13.15,9.35,0.2890,card_token,tok_card_692ce71fe819,0000,false,2025-02-21T19:35:00Z
SALE03256,P0027,C01251,S0070,PR012,SUP007,20250215,8,5.52,0.00,44.16,29.36,0.3351,iban_token,tok_iban_DE23_TSTB_0472360171,,true,2025-02-15T18:28:00Z
SALE03257,P0050,C01363,S0055,PR010,SUP006,20251129,6,6.29,0.00,37.74,22.14,0.4134,iban_token,tok_iban_IT89_TSTB_7644267996,,true,2025-11-29T13:42:00Z
SALE03258,P0024,C00698,S0083,PR005,SUP004,20251110,6,6.55,0.00,39.30,29.64,0.2458,iban_token,tok_iban_NL82_TSTB_6431815085,,true,2025-11-10T09:31:00Z
SALE03259,P0015,C01197,S0042,PR004,SUP002,20251101,1,3.65,0.00,3.65,2.40,0.3425,card_token,tok_card_cb3a5fcbd07d,4444,false,2025-11-01T09:06:00Z
SALE03260,P0037,C01498,S0194,,SUP009,20250707,1,4.18,0.00,4.18,3.21,0.2321,iban_token,tok_iban_ES58_TSTB_9084534882,,true,2025-07-07T10:55:00Z
SALE03261,P0021,C01096,S0073,PR015,SUP004,20250616,2,1.77,0.00,3.54,2.28,0.3559,card_token,tok_card_f32eb26fa5cd,1881,false,2025-06-16T10:23:00Z
SALE03262,P0048,C00698,S0181,PR005,SUP002,20250603,5,3.55,0.00,17.75,13.45,0.2423,card_token,tok_card_cb56dbbe6165,2222,false,2025-06-03T16:35:00Z
SALE03263,P0054,C01875,S0172,PR014,SUP006,20260113,3,4.90,0.00,14.70,8.67,0.4102,card_token,tok_card_1804f8aa017d,0000,false,2026-01-13T15:47:00Z
SALE03264,P0033,C01107,S0186,PR006,SUP009,20250208,3,2.63,0.00,7.89,5.61,0.2890,card_token,tok_card_dddbb49daf9f,0000,false,2025-02-08T09:16:00Z
SALE03265,P0023,C01987,S0049,PR003,SUP003,20260117,1,6.10,0.00,6.10,4.16,0.3180,card_token,tok_card_099ba9e0fff6,4444,false,2026-01-17T11:52:00Z
SALE03266,P0004,C01776,S0071,PR012,SUP006,20250915,1,2.90,0.00,2.90,1.85,0.3621,card_token,tok_card_ca345def49ea,4242,false,2025-09-15T10:09:00Z
SALE03267,P0016,C00359,S0068,PR008,SUP001,20260122,1,5.14,0.00,5.14,2.95,0.4261,iban_token,tok_iban_ES80_TSTB_9936302814,,true,2026-01-22T09:49:00Z
SALE03268,P0053,C01251,S0102,PR013,SUP006,20250803,2,2.77,0.00,5.54,3.40,0.3863,iban_token,tok_iban_IT77_TSTB_9123653858,,true,2025-08-03T21:31:00Z
SALE03269,P0041,C01074,S0007,PR004,SUP006,20250410,6,4.77,0.00,28.62,18.78,0.3438,card_token,tok_card_acb68dbaf311,0000,false,2025-04-10T17:16:00Z
SALE03270,P0005,C00636,S0119,PR014,SUP001,20250123,8,3.05,0.00,24.40,14.72,0.3967,iban_token,tok_iban_DE91_TSTB_3450577659,,true,2025-01-23T13:10:00Z
SALE03271,P0025,C01250,S0048,PR015,SUP003,20250428,6,6.99,0.00,41.94,28.62,0.3176,iban_token,tok_iban_ES55_TSTB_7176979910,,true,2025-04-28T10:16:00Z
SALE03272,P0044,C00660,S0094,PR012,SUP006,20251117,2,3.28,0.00,6.56,4.34,0.3384,card_token,tok_card_0e1b500c15f3,0000,false,2025-11-17T14:58:00Z
SALE03273,P0030,C01584,S0182,PR013,SUP004,20250421,7,4.47,0.00,31.29,20.23,0.3535,card_token,tok_card_12e2c0dd3971,4444,false,2025-04-21T08:02:00Z
SALE03274,P0019,C00837,S0069,PR014,SUP005,20260105,3,4.88,0.00,14.64,9.57,0.3463,card_token,tok_card_8402de28dde7,0000,false,2026-01-05T15:22:00Z
SALE03275,P0053,C00768,S0024,PR010,SUP008,20250706,8,2.77,0.00,22.16,13.60,0.3863,iban_token,tok_iban_ES70_TSTB_5763911264,,true,2025-07-06T16:45:00Z
SALE03276,P0053,C00145,S0062,PR012,SUP004,20250524,2,2.77,0.00,5.54,3.40,0.3863,wallet,tok_wallet_8e3ced4bd6ca,,false,2025-05-24T19:13:00Z
SALE03277,P0059,C01737,S0129,PR006,SUP007,20250523,4,5.84,0.00,23.36,17.52,0.2500,iban_token,tok_iban_FR62_TSTB_3985639628,,true,2025-05-23T12:04:00Z
SALE03278,P0060,C01010,S0106,PR013,SUP007,20250628,8,3.34,0.00,26.72,20.32,0.2395,card_token,tok_card_0df2ccdead6b,4444,false,2025-06-28T14:28:00Z
SALE03279,P0031,C01878,S0107,,SUP008,20250405,7,3.39,0.00,23.73,16.66,0.2979,wallet,tok_wallet_7eda409bd6df,,false,2025-04-05T16:56:00Z
SALE03280,P0005,C01498,S0149,PR007,SUP007,20251107,7,3.05,0.00,21.35,12.88,0.3967,wallet,tok_wallet_1d9b5014ca2b,,false,2025-11-07T12:14:00Z
SALE03281,P0001,C00093,S0142,PR013,SUP003,20250319,1,2.32,0.00,2.32,1.36,0.4138,card_token,tok_card_5cae56ea85dd,2222,false,2025-03-19T10:41:00Z
SALE03282,P0048,C01972,S0001,,SUP007,20250607,2,3.55,0.00,7.10,5.38,0.2423,iban_token,tok_iban_ES77_TSTB_8288344254,,true,2025-06-07T08:47:00Z
SALE03283,P0038,C00780,S0142,PR002,SUP009,20250923,1,7.04,0.00,7.04,4.84,0.3125,iban_token,tok_iban_DE66_TSTB_0527768014,,true,2025-09-23T08:46:00Z
SALE03284,P0043,C01057,S0087,PR015,SUP005,20260116,5,6.14,0.00,30.70,21.25,0.3078,card_token,tok_card_0a6d98a4f6c9,2222,false,2026-01-16T10:11:00Z
SALE03285,P0059,C01651,S0160,PR012,SUP008,20251013,5,5.84,0.00,29.20,21.90,0.2500,card_token,tok_card_f2bb3243f558,4242,false,2025-10-13T19:31:00Z
SALE03286,P0030,C01946,S0010,PR008,SUP005,20250524,6,4.47,0.00,26.82,17.34,0.3535,card_token,tok_card_cb0bfdceec1d,1881,false,2025-05-24T14:12:00Z
SALE03287,P0019,C01504,S0078,,SUP004,20250309,5,4.88,0.00,24.40,15.95,0.3463,card_token,tok_card_d9bbacef617e,2222,false,2025-03-09T13:32:00Z
SALE03288,P0025,C01032,S0044,PR001,SUP009,20251207,5,6.99,0.00,34.95,23.85,0.3176,card_token,tok_card_7ffe3b4ea2ce,2222,false,2025-12-07T12:58:00Z
SALE03289,P0039,C01248,S0104,PR002,SUP007,20250206,4,3.30,0.00,13.20,8.76,0.3364,card_token,tok_card_bd8d341c7bdb,2222,false,2025-02-06T17:16:00Z
SALE03290,P0044,C01427,S0102,PR011,SUP003,20250704,4,3.28,0.00,13.12,8.68,0.3384,wallet,tok_wallet_eed6a237a3ae,,false,2025-07-04T15:29:00Z
SALE03291,P0028,C00024,S0124,PR011,SUP001,20250112,5,7.13,0.00,35.65,21.95,0.3843,card_token,tok_card_a5f95fcb50d6,1881,false,2025-01-12T17:36:00Z
SALE03292,P0015,C00809,S0098,PR013,SUP006,20250106,4,3.65,0.00,14.60,9.60,0.3425,wallet,tok_wallet_45ad30ecdfee,,false,2025-01-06T11:11:00Z
SALE03293,P0031,C01279,S0026,PR015,SUP003,20250609,3,3.39,0.00,10.17,7.14,0.2979,iban_token,tok_iban_DE25_TSTB_8685520505,,true,2025-06-09T09:08:00Z
SALE03294,P0014,C01236,S0055,PR011,SUP008,20250601,1,3.68,0.00,3.68,2.41,0.3451,card_token,tok_card_aee09acba05e,2222,false,2025-06-01T09:17:00Z
SALE03295,P0014,C01132,S0085,PR008,SUP008,20250916,6,3.68,0.00,22.08,14.46,0.3451,card_token,tok_card_f7e7ae052cee,0000,false,2025-09-16T14:14:00Z
SALE03296,P0021,C00430,S0133,,SUP001,20250930,6,1.77,0.00,10.62,6.84,0.3559,card_token,tok_card_ba8e02ffcd6c,1881,false,2025-09-30T12:31:00Z
SALE03297,P0056,C00964,S0049,PR004,SUP003,20260223,3,4.90,0.00,14.70,8.58,0.4163,card_token,tok_card_d09afa44813f,1881,false,2026-02-23T12:22:00Z
SALE03298,P0013,C00138,S0095,PR012,SUP008,20260205,2,2.22,0.00,4.44,2.80,0.3694,card_token,tok_card_3dbf5a77b62f,4242,false,2026-02-05T18:40:00Z
SALE03299,P0037,C00616,S0107,PR011,SUP005,20250621,4,4.18,0.00,16.72,12.84,0.2321,card_token,tok_card_88ddedac7da1,4242,false,2025-06-21T13:29:00Z
SALE03300,P0058,C00544,S0150,PR007,SUP007,20250129,8,2.63,0.00,21.04,12.24,0.4183,card_token,tok_card_304aceeb7abe,4444,false,2025-01-29T20:07:00Z
SALE03301,P0010,C01136,S0033,,SUP004,20250830,4,3.25,0.00,13.00,9.88,0.2400,card_token,tok_card_fd739bcce1c4,2222,false,2025-08-30T11:37:00Z
SALE03302,P0046,C00875,S0114,PR013,SUP009,20251112,2,4.77,0.00,9.54,6.12,0.3585,wallet,tok_wallet_bbb12bb17c23,,false,2025-11-12T18:07:00Z
SALE03303,P0012,C01340,S0154,PR002,SUP008,20250113,1,3.32,0.00,3.32,2.25,0.3223,iban_token,tok_iban_NL91_TSTB_3265367498,,true,2025-01-13T18:31:00Z
SALE03304,P0005,C01728,S0074,PR012,SUP008,20250414,2,3.05,0.00,6.10,3.68,0.3967,iban_token,tok_iban_NL38_TSTB_3499287843,,true,2025-04-14T17:24:00Z
SALE03305,P0012,C01095,S0064,PR001,SUP007,20251019,1,3.32,0.00,3.32,2.25,0.3223,card_token,tok_card_45adc50dff70,4242,false,2025-10-19T15:35:00Z
SALE03306,P0059,C01007,S0091,PR001,SUP003,20250503,4,5.84,0.00,23.36,17.52,0.2500,card_token,tok_card_f5422db033ee,1881,false,2025-05-03T13:08:00Z
SALE03307,P0001,C00065,S0041,PR001,SUP005,20251012,5,2.32,0.00,11.60,6.80,0.4138,card_token,tok_card_8ce73ee2fef1,1881,false,2025-10-12T18:21:00Z
SALE03308,P0042,C00048,S0008,,SUP005,20250419,8,4.20,0.00,33.60,19.60,0.4167,iban_token,tok_iban_IT96_TSTB_3427645840,,true,2025-04-19T19:23:00Z
SALE03309,P0009,C01956,S0059,PR011,SUP002,20250723,4,6.89,0.00,27.56,17.56,0.3628,iban_token,tok_iban_FR44_TSTB_4564428238,,true,2025-07-23T18:14:00Z
SALE03310,P0036,C00923,S0115,PR014,SUP007,20250319,8,2.98,0.00,23.84,14.24,0.4027,card_token,tok_card_2fb3dc86da2e,4242,false,2025-03-19T17:38:00Z
SALE03311,P0049,C02000,S0030,PR012,SUP001,20251216,8,5.09,0.00,40.72,23.84,0.4145,card_token,tok_card_bf80bda6bd77,4444,false,2025-12-16T16:02:00Z
SALE03312,P0005,C00515,S0191,PR012,SUP003,20251207,2,3.05,0.00,6.10,3.68,0.3967,card_token,tok_card_ce32fb1ea887,4242,false,2025-12-07T21:48:00Z
SALE03313,P0023,C00485,S0195,PR010,SUP008,20251031,6,6.10,0.00,36.60,24.96,0.3180,card_token,tok_card_1a1c5eb4cafc,2222,false,2025-10-31T16:32:00Z
SALE03314,P0030,C00059,S0197,PR011,SUP009,20250621,3,4.47,0.00,13.41,8.67,0.3535,iban_token,tok_iban_FR10_TSTB_7806045612,,true,2025-06-21T08:38:00Z
SALE03315,P0041,C00974,S0145,PR011,SUP003,20250328,6,4.77,0.00,28.62,18.78,0.3438,card_token,tok_card_ce9b3ab9db8b,4444,false,2025-03-28T20:05:00Z
SALE03316,P0041,C00808,S0024,PR007,SUP008,20250408,5,4.77,7.15,16.70,15.65,0.0629,card_token,tok_card_abc4b0e5d0cb,4242,false,2025-04-08T15:56:00Z
SALE03317,P0042,C01110,S0031,PR004,SUP007,20250422,7,4.20,0.00,29.40,17.15,0.4167,iban_token,tok_iban_IT82_TSTB_4778713512,,true,2025-04-22T14:47:00Z
SALE03318,P0001,C01225,S0134,PR011,SUP004,20251026,8,2.32,0.00,18.56,10.88,0.4138,card_token,tok_card_c29e0ddccdbf,0000,false,2025-10-26T10:01:00Z
SALE03319,P0031,C01645,S0132,,SUP009,20251022,8,3.39,0.00,27.12,19.04,0.2979,card_token,tok_card_921ba9252bd8,1881,false,2025-10-22T11:14:00Z
SALE03320,P0057,C01476,S0115,PR004,SUP007,20260118,5,4.37,0.00,21.85,13.70,0.3730,card_token,tok_card_dab1c99affbb,1881,false,2026-01-18T08:54:00Z
SALE03321,P0033,C00821,S0186,PR005,SUP009,20250114,4,2.63,0.00,10.52,7.48,0.2890,card_token,tok_card_fe2d4c4fa375,1881,false,2025-01-14T14:10:00Z
SALE03322,P0031,C01316,S0105,PR002,SUP005,20251004,7,3.39,0.00,23.73,16.66,0.2979,card_token,tok_card_aaecd1796a8d,1881,false,2025-10-04T14:32:00Z
SALE03323,P0050,C00333,S0174,PR014,SUP009,20250407,8,6.29,0.00,50.32,29.52,0.4134,iban_token,tok_iban_ES94_TSTB_9170357783,,true,2025-04-07T08:15:00Z
SALE03324,P0022,C01828,S0141,PR008,SUP009,20250610,8,5.17,0.00,41.36,30.08,0.2727,card_token,tok_card_e1e9e40740dc,4444,false,2025-06-10T12:24:00Z
SALE03325,P0047,C01001,S0187,PR006,SUP006,20250314,4,1.95,1.17,6.63,5.96,0.1011,wallet,tok_wallet_7bdfffca254f,,false,2025-03-14T13:29:00Z
SALE03326,P0025,C01652,S0088,PR008,SUP004,20250710,7,6.99,0.00,48.93,33.39,0.3176,card_token,tok_card_927a9f866bfc,0000,false,2025-07-10T21:59:00Z
SALE03327,P0030,C01627,S0070,PR004,SUP004,20251204,7,4.47,3.13,28.16,20.23,0.2816,card_token,tok_card_cd09632cbfff,0000,false,2025-12-04T15:03:00Z
SALE03328,P0009,C00743,S0115,PR014,SUP002,20250905,6,6.89,0.00,41.34,26.34,0.3628,iban_token,tok_iban_FR50_TSTB_9821118506,,true,2025-09-05T21:45:00Z
SALE03329,P0002,C00835,S0043,PR010,SUP008,20260224,4,3.96,0.00,15.84,9.40,0.4066,iban_token,tok_iban_FR34_TSTB_5308322685,,true,2026-02-24T10:46:00Z
SALE03330,P0032,C00718,S0022,PR015,SUP003,20250425,8,2.60,0.00,20.80,15.76,0.2423,iban_token,tok_iban_DE11_TSTB_5231612899,,true,2025-04-25T18:46:00Z
SALE03331,P0026,C01021,S0144,PR014,SUP007,20250327,5,2.09,0.00,10.45,7.60,0.2727,card_token,tok_card_f9ae92bae3b5,1881,false,2025-03-27T19:50:00Z
SALE03332,P0023,C01002,S0112,,SUP007,20250529,1,6.10,0.00,6.10,4.16,0.3180,card_token,tok_card_0cd1fc88f0fe,1881,false,2025-05-29T08:05:00Z
SALE03333,P0035,C00381,S0162,PR004,SUP004,20250226,1,5.90,0.00,5.90,3.89,0.3407,card_token,tok_card_b6cb7578a47e,1881,false,2025-02-26T15:02:00Z
SALE03334,P0050,C01437,S0064,PR003,SUP008,20250213,5,6.29,0.00,31.45,18.45,0.4134,card_token,tok_card_316b4ff5dbc1,2222,false,2025-02-13T14:40:00Z
SALE03335,P0052,C00346,S0153,PR012,SUP009,20260116,5,3.17,0.00,15.85,12.00,0.2429,card_token,tok_card_5fcc0b0af9d2,0000,false,2026-01-16T14:21:00Z
SALE03336,P0043,C00653,S0065,PR009,SUP003,20250204,1,6.14,1.53,4.61,4.25,0.0781,card_token,tok_card_ea596a084bf7,0000,false,2025-02-04T09:00:00Z
SALE03337,P0001,C00960,S0182,PR014,SUP002,20251117,3,2.32,0.00,6.96,4.08,0.4138,card_token,tok_card_31dff33f536c,2222,false,2025-11-17T13:55:00Z
SALE03338,P0055,C01012,S0046,PR009,SUP001,20250210,2,1.86,0.93,2.79,2.36,0.1541,card_token,tok_card_0edacefd090d,4444,false,2025-02-10T20:46:00Z
SALE03339,P0049,C00268,S0179,PR002,SUP004,20251021,8,5.09,0.00,40.72,23.84,0.4145,card_token,tok_card_faedbbcee7b1,4444,false,2025-10-21T18:36:00Z
SALE03340,P0009,C00555,S0077,PR010,SUP002,20250804,1,6.89,0.00,6.89,4.39,0.3628,iban_token,tok_iban_ES67_TSTB_5911977680,,true,2025-08-04T10:25:00Z
SALE03341,P0030,C00460,S0197,PR013,SUP007,20250730,8,4.47,0.00,35.76,23.12,0.3535,card_token,tok_card_facbbe2480cd,4444,false,2025-07-30T17:56:00Z
SALE03342,P0058,C01458,S0100,PR012,SUP004,20251203,7,2.63,0.00,18.41,10.71,0.4183,card_token,tok_card_fd1c5b6ab0d7,4444,false,2025-12-03T11:04:00Z
SALE03343,P0042,C01187,S0133,PR013,SUP009,20251221,5,4.20,0.00,21.00,12.25,0.4167,card_token,tok_card_4fcbc2db9ab2,0000,false,2025-12-21T11:35:00Z
SALE03344,P0051,C01115,S0079,PR012,SUP008,20250620,2,3.23,0.00,6.46,3.80,0.4118,card_token,tok_card_9d15f692cd5f,4444,false,2025-06-20T11:29:00Z
SALE03345,P0038,C01010,S0156,PR013,SUP001,20250724,6,7.04,0.00,42.24,29.04,0.3125,wallet,tok_wallet_ab407f7d123f,,false,2025-07-24T11:13:00Z
SALE03346,P0039,C01326,S0195,PR014,SUP002,20251029,5,3.30,0.00,16.50,10.95,0.3364,wallet,tok_wallet_dd880c2be0ad,,false,2025-10-29T09:16:00Z
SALE03347,P0022,C00555,S0149,PR013,SUP007,20250822,7,5.17,0.00,36.19,26.32,0.2727,card_token,tok_card_ab4ad7fbd9af,1881,false,2025-08-22T10:51:00Z
SALE03348,P0002,C00450,S0053,PR015,SUP007,20250313,1,3.96,0.00,3.96,2.35,0.4066,card_token,tok_card_51fdd82ed65b,4444,false,2025-03-13T17:06:00Z
SALE03349,P0041,C01341,S0070,PR003,SUP009,20250224,1,4.77,0.00,4.77,3.13,0.3438,iban_token,tok_iban_FR90_TSTB_8476132059,,true,2025-02-24T09:23:00Z
SALE03350,P0031,C00913,S0015,PR009,SUP003,20250408,3,3.39,0.00,10.17,7.14,0.2979,card_token,tok_card_fcbffd2d7c20,2222,false,2025-04-08T17:46:00Z
SALE03351,P0036,C01039,S0144,PR003,SUP005,20260126,4,2.98,0.00,11.92,7.12,0.4027,iban_token,tok_iban_IT21_TSTB_0453740632,,true,2026-01-26T19:15:00Z
